Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,43.96138000488281,44.90072250366211,43.20989990234375,44.524986267089844,22.63726234436035,332630460
2000-01-05,43.58563995361328,44.524986267089844,43.20989990234375,44.337120056152344,22.541749954223633,292754299
2000-01-06,44.337120056152344,44.337120056152344,43.20989990234375,43.39777374267578,22.064167022705078,248928848
2000-01-07,42.27055358886719,42.64629364013672,40.95547103881836,42.08268737792969,21.395553588867188,269228882
2000-01-10,40.20399856567383,43.58563995361328,40.20399856567383,43.20989990234375,21.968652725219727,380487972
2000-01-11,43.96138000488281,44.337120056152344,41.33121109008789,41.706947326660156,21.20452308654785,286306727
2000-01-12,41.706947326660156,42.83415985107422,41.519081115722656,42.83415985107422,21.777618408203125,181892693
2000-01-13,42.45842742919922,42.83415985107422,41.706947326660156,41.706947326660156,21.20452308654785,162467818922
2000-01-14,42.27055358886719,43.02203369140625,41.706947326660156,42.27055358886719,21.491073608398438,201569289
2000-01-17,43.58563995361328,43.77351379394531,43.02203369140625,43.20989990234375,21.968652725219727,150538291
2000-01-18,43.20989990234375,43.20989990234375,42.08268737792969,42.27055358886719,21.491073608398438,118179571
2000-01-19,42.27055358886719,42.83415985107422,41.706947326660156,41.706947326660156,21.20452308654785,131704223
2000-01-20,41.706947326660156,41.89482116699219,40.76760482788086,41.706947326660156,21.20452308654785,161466136
2000-01-21,42.45842742919922,43.20989990234375,42.27055358886719,42.64629364013672,21.682100296020508,146733969027
2000-01-24,43.20989990234375,44.337120056152344,43.20989990234375,43.96138000488281,22.3507137298584,280150047
2000-01-25,43.96138000488281,44.337120056152344,43.39777374267578,44.149253845214844,22.44623565673828,165332179
2000-01-26,45.08859634399414,47.155155181884766,45.08859634399414,46.967281341552734,23.878971099853516,509931527
2000-01-27,48.09449768066406,48.09449768066406,46.4036750793457,46.967281341552734,23.878971099853516,294787896
2000-01-28,46.2158088684082,46.2158088684082,45.08859634399414,45.27646255493164,23.019329071044922,220776993
2000-01-31,44.71285629272461,46.0279426574707,44.524986267089844,46.0279426574707,23.40139389038086,123849502
2000-02-01,46.779422760009766,46.779422760009766,45.46432876586914,46.2158088684082,23.496906280517578,138152648
2000-02-09,47.7187614440918,47.7187614440918,46.4036750793457,46.779422760009766,23.783456802368164,205640473
2000-02-10,46.591548919677734,46.591548919677734,45.08859634399414,45.84006881713867,23.305870056152344,142264579
2000-02-11,46.2158088684082,46.967281341552734,45.65220260620117,46.0279426574707,23.40139389038086,248857310
2000-02-14,46.4036750793457,47.34302520751953,45.84006881713867,46.0279426574707,23.40139389038086,231418814
2000-02-15,46.0279426574707,46.4036750793457,45.46432876586914,46.0279426574707,23.40139389038086,132398164
2000-02-16,46.2158088684082,46.591548919677734,45.46432876586914,45.84006881713867,23.305870056152344,96313793
2000-02-17,45.46432876586914,45.65220260620117,44.71285629272461,45.27646255493164,23.019329071044922,169811146
2000-02-18,45.65220260620117,45.84006881713867,44.149253845214844,44.337120056152344,22.541749954223633,168258311
2000-02-21,43.96138000488281,43.96138000488281,41.706947326660156,41.706947326660156,21.20452308654785,204879305
2000-02-22,40.95547103881836,42.64629364013672,40.76760482788086,42.08268737792969,21.395553588867188,220926964
2000-02-23,42.08268737792969,42.08268737792969,41.33121109008789,41.33121109008789,21.013490676879883,94785922
2000-02-24,41.706947326660156,42.08268737792969,41.33121109008789,41.89482116699219,21.3000431060791,96072827
2000-02-25,42.08268737792969,42.27055358886719,41.519081115722656,42.27055358886719,21.491073608398438,131295083
2000-02-29,42.83415985107422,43.02203369140625,42.27055358886719,42.27055358886719,21.491073608398438,93814074
2000-03-01,43.02203369140625,43.20989990234375,42.64629364013672,42.83415985107422,21.777618408203125,103782874
2000-03-02,43.20989990234375,43.20989990234375,41.706947326660156,41.89482116699219,21.3000431060791,77321238
2000-03-03,41.706947326660156,42.08268737792969,41.519081115722656,41.89482116699219,21.3000431060791,54058051
2000-03-06,42.27055358886719,42.27055358886719,41.33121109008789,41.519081115722656,21.109010696411133,79299876
2000-03-07,41.14334487915039,41.706947326660156,40.57973861694336,40.95547103881836,20.822463989257812,89830876
2000-03-08,40.95547103881836,41.33121109008789,40.57973861694336,40.76760482788086,20.726943969726562,83254277
2000-03-09,40.95547103881836,41.89482116699219,40.95547103881836,41.89482116699219,21.3000431060791,89730328
2000-03-10,42.45842742919922,42.45842742919922,40.20399856567383,40.20399856567383,20.440401077270508,121241490
2000-03-13,38.32530975341797,38.5131721496582,37.573829650878906,37.573829650878906,19.103174209594727,197750221
2000-03-14,36.822349548339844,38.32530975341797,36.446617126464844,38.13743591308594,19.389724731445312,192705540
2000-03-15,37.94956970214844,38.32530975341797,36.822349548339844,37.198089599609375,18.912145614624023,168651829
2000-03-16,34.75578689575195,37.198089599609375,34.75578689575195,36.25874328613281,18.43456268310547,249527376
2000-03-17,36.25874328613281,36.822349548339844,35.88300323486328,36.822349548339844,18.721113204956055,322737936
2000-03-20,35.69513702392578,35.69513702392578,35.69513702392578,35.69513702392578,18.14801788330078,19713548
2000-03-21,34.56792068481445,38.13743591308594,34.56792068481445,38.13743591308594,19.389724731445312,307675855
2000-03-22,38.13743591308594,39.452518463134766,37.573829650878906,38.5131721496582,19.580753326416016,233479025
2000-03-23,39.8282585144043,41.14334487915039,39.452518463134766,41.14334487915039,20.917978286743164,250847711
2000-03-24,41.519081115722656,41.519081115722656,40.57973861694336,40.76760482788086,20.726943969726562,178769243
2000-03-27,41.33121109008789,43.58563995361328,41.33121109008789,43.58563995361328,22.159685134887695,197371979
2000-03-28,45.08859634399414,45.08859634399414,43.96138000488281,44.524986267089844,22.63726234436035,277777118920
2000-03-29,44.71285629272461,44.71285629272461,43.77351379394531,44.149253845214844,22.44623565673828,153859273
2000-03-30,44.337120056152344,46.591548919677734,44.337120056152344,45.46432876586914,23.11484146118164,344904162
2000-03-31,45.08859634399414,45.46432876586914,44.149253845214844,44.337120056152344,22.541749954223633,164745578225
2000-04-05,44.90072250366211,46.779422760009766,44.90072250366211,46.2158088684082,23.496906280517578,227783546
2000-04-06,46.2158088684082,46.779422760009766,43.96138000488281,43.96138000488281,22.3507137298584,219765704
2000-04-07,44.337120056152344,44.71285629272461,43.20989990234375,43.58563995361328,22.159685134887695,161019549
2000-04-10,43.39777374267578,46.2158088684082,43.39777374267578,44.90072250366211,22.82829475402832,292980520
2000-04-11,44.524986267089844,44.71285629272461,43.77351379394531,43.96138000488281,22.3507137298584,132788196
2000-04-12,43.58563995361328,43.96138000488281,42.45842742919922,42.45842742919922,21.586585998535156,145425077
2000-04-13,40.57973861694336,41.33121109008789,40.20399856567383,40.95547103881836,20.822463989257812,219826704
2000-04-14,38.7010383605957,40.0161247253418,38.32530975341797,38.5131721496582,19.580753326416016,238392897
2000-04-17,35.319400787353516,36.634483337402344,35.319400787353516,36.634483337402344,18.62559700012207,181554560
2000-04-18,38.32530975341797,38.888912200927734,37.573829650878906,38.5131721496582,19.580753326416016,182132143
2000-04-19,39.452518463134766,39.452518463134766,37.198089599609375,37.385963439941406,19.007661819458008,132531715
2000-04-20,37.385963439941406,38.13743591308594,36.446617126464844,37.94956970214844,19.294206619262695,92166119
2000-04-21,36.25874328613281,37.198089599609375,36.25874328613281,36.446617126464844,18.530080795288086,130066568
2000-04-24,36.446617126464844,36.446617126464844,34.943660736083984,34.943660736083984,17.765953063964844,103420654
2000-04-25,34.56792068481445,36.822349548339844,34.38005447387695,36.822349548339844,18.721113204956055,166989715
2000-04-26,37.198089599609375,37.385963439941406,34.75578689575195,35.131534576416016,17.861473083496094,135289884
2000-04-27,36.07086944580078,36.446617126464844,35.131534576416016,36.446617126464844,18.530080795288086,144450010
2000-04-28,36.822349548339844,38.888912200927734,36.634483337402344,38.888912200927734,19.771787643432617,256423426
2000-05-02,40.57973861694336,40.76760482788086,39.8282585144043,40.20399856567383,20.440401077270508,206859407
2000-05-03,39.8282585144043,40.0161247253418,38.32530975341797,38.32530975341797,19.485239028930664,156718656
2000-05-04,38.7010383605957,39.452518463134766,37.010223388671875,37.573829650878906,19.103174209594727,147635366
2000-05-05,37.198089599609375,39.8282585144043,36.822349548339844,39.8282585144043,20.249366760253906,166880357
2000-05-08,39.640384674072266,40.57973861694336,39.452518463134766,40.0161247253418,20.344881057739258,186385049
2000-05-10,48.42515182495117,49.23674392700195,47.613555908203125,47.613555908203125,24.20754051208496,272766688
2000-05-11,46.260894775390625,46.801963806152344,45.71983337402344,46.531429290771484,23.657373428344727,128542577
2000-05-12,47.613555908203125,48.69568634033203,46.801963806152344,48.69568634033203,24.757719039916992,137950184
2000-05-15,49.23674392700195,49.23674392700195,47.07249069213867,47.343021392822266,24.070005416870117,93891704
2000-05-16,48.42515182495117,50.31887435913086,47.613555908203125,50.04833984375,25.445430755615234,164745727
2000-05-17,51.40099334716797,53.02418899536133,51.13046646118164,51.94206237792969,26.408227920532227,231459124
2000-05-18,51.13046646118164,51.67152786254883,50.58939743041992,51.67152786254883,26.27068519592285,116993148
2000-05-19,50.85993194580078,51.40099334716797,50.58939743041992,51.13046646118164,25.995601654052734,65075344
2000-05-22,50.04833984375,50.58939743041992,48.966209411621094,48.966209411621094,24.89525604248047,88601490
2000-05-23,48.966209411621094,49.23674392700195,47.613555908203125,47.884090423583984,24.3450927734375,68995404
2000-05-24,46.531429290771484,47.343021392822266,46.260894775390625,47.07249069213867,23.932453155517578,78865786
2000-05-25,47.613555908203125,47.884090423583984,45.9903678894043,46.260894775390625,23.519824981689453,73734944
2000-05-26,45.9903678894043,47.07249069213867,45.71983337402344,46.801963806152344,23.794912338256836,76133555
2000-05-29,46.801963806152344,47.884090423583984,46.531429290771484,46.801963806152344,23.794912338256836,58958664
2000-05-31,51.67152786254883,51.67152786254883,50.04833984375,50.58939743041992,25.720516204833984,198036592
2000-06-01,50.31887435913086,50.58939743041992,49.23674392700195,49.23674392700195,25.032798767089844,63749675
2000-06-02,50.31887435913086,50.85993194580078,49.50727844238281,49.50727844238281,25.17034912109375,110559813
2000-06-05,49.77780532836914,50.04833984375,49.23674392700195,49.77780532836914,25.30788230895996,56553474842
2000-06-07,49.77780532836914,50.85993194580078,49.23674392700195,50.85993194580078,25.85805892944336,121034714287
2000-06-08,51.40099334716797,51.94206237792969,50.31887435913086,50.58939743041992,25.720516204833984,142517212
2000-06-09,51.40099334716797,51.40099334716797,50.85993194580078,51.13046646118164,25.995601654052734,104072826
2000-06-12,51.40099334716797,51.67152786254883,50.31887435913086,50.31887435913086,25.582979202270508,65053942
2000-06-13,49.77780532836914,50.31887435913086,49.50727844238281,49.77780532836914,25.30788230895996,63218332335
2000-06-14,50.31887435913086,50.58939743041992,49.50727844238281,49.77780532836914,25.30788230895996,86123795335
2000-06-15,49.50727844238281,49.77780532836914,48.69568634033203,48.966209411621094,24.89525604248047,77502341
2000-06-16,48.966209411621094,48.966209411621094,48.15461730957031,48.42515182495117,24.620176315307617,74023227
2000-06-19,48.42515182495117,48.69568634033203,47.343021392822266,47.613555908203125,24.20754051208496,56947143
2000-06-20,48.42515182495117,48.42515182495117,47.07249069213867,47.07249069213867,23.932453155517578,46836049
2000-06-21,47.613555908203125,47.884090423583984,47.07249069213867,47.07249069213867,23.932453155517578,68767075
2000-06-22,46.801963806152344,48.69568634033203,46.531429290771484,48.42515182495117,24.620176315307617,88438051
2000-06-23,47.884090423583984,48.42515182495117,47.343021392822266,47.343021392822266,24.070005416870117,54476304
2000-06-26,47.07249069213867,47.07249069213867,45.9903678894043,46.260894775390625,23.519824981689453,68591403
2000-06-27,46.531429290771484,46.801963806152344,45.9903678894043,46.260894775390625,23.519824981689453,48848735
2000-06-28,46.260894775390625,47.343021392822266,46.260894775390625,47.07249069213867,23.932453155517578,72286370
2000-06-29,47.613555908203125,47.613555908203125,45.178775787353516,45.71983337402344,23.24473762512207,88622171
2000-06-30,45.9903678894043,46.801963806152344,45.178775787353516,46.260894775390625,23.519824981689453,96281055
2000-07-03,46.260894775390625,46.531429290771484,44.36717224121094,45.449302673339844,23.107200622558594,66417868
2000-07-04,45.449302673339844,45.9903678894043,44.36717224121094,44.36717224121094,22.557025909423828,63559477
2000-07-05,44.908241271972656,47.07249069213867,43.826114654541016,46.531429290771484,23.657373428344727,118081376
2000-07-06,45.449302673339844,45.71983337402344,44.908241271972656,44.908241271972656,22.83211898803711,61066181
2000-07-07,44.6377067565918,45.178775787353516,43.555580139160156,43.555580139160156,22.144397735595703,84751403
2000-07-10,43.555580139160156,43.826114654541016,42.20292663574219,43.2850456237793,22.006855010986328,85542807
2000-07-11,43.2850456237793,44.096649169921875,42.74398422241211,43.2850456237793,22.006855010986328,55118668
2000-07-12,43.555580139160156,43.826114654541016,43.2850456237793,43.2850456237793,22.006855010986328,45241873
2000-07-13,43.826114654541016,44.908241271972656,43.826114654541016,44.36717224121094,22.557025909423828,97722181
2000-07-14,44.6377067565918,45.449302673339844,44.36717224121094,45.178775787353516,22.96966552734375,111560104
2000-07-17,45.9903678894043,45.9903678894043,44.6377067565918,44.908241271972656,22.83211898803711,64027648
2000-07-18,45.178775787353516,45.178775787353516,43.826114654541016,44.096649169921875,22.41948890686035,42788685
2000-07-19,45.178775787353516,45.178775787353516,43.826114654541016,44.096649169921875,22.41948890686035,42788685
2000-07-20,43.555580139160156,43.826114654541016,42.20292663574219,42.20292663574219,21.45668601989746,76273538
2000-07-21,42.20292663574219,42.74398422241211,40.57973861694336,41.66185760498047,21.18160057067871,104710478
2000-07-24,41.12079620361328,41.39133071899414,40.57973861694336,40.57973861694336,20.631433486938477,64678920
2000-07-25,40.03866958618164,41.12079620361328,39.49760818481445,39.49760818481445,20.081256866455078,71126283
2000-07-26,39.49760818481445,41.12079620361328,39.49760818481445,40.3092041015625,20.493885040283203,78795369
2000-07-27,40.3092041015625,40.3092041015625,38.95655059814453,40.3092041015625,20.493885040283203,70315841
2000-07-28,39.49760818481445,41.39133071899414,39.22707748413086,41.39133071899414,21.04405975341797,75142542
2000-07-31,41.12079620361328,41.12079620361328,40.3092041015625,40.57973861694336,20.631433486938477,30183169
2000-08-01,41.12079620361328,41.39133071899414,40.03866958618164,40.03866958618164,20.356346130371094,37343367
2000-08-02,40.03866958618164,40.57973861694336,39.76814270019531,39.76814270019531,20.21880340576172,57964991
2000-08-03,39.76814270019531,40.57973861694336,39.22707748413086,40.03866958618164,20.356346130371094,63294923
2000-08-04,40.57973861694336,42.47344970703125,40.3092041015625,41.93239212036133,21.319143295288086,124649685
2000-08-07,41.93239212036133,42.74398422241211,41.66185760498047,42.74398422241211,21.731769561767578,87584972
2000-08-08,43.2850456237793,44.36717224121094,42.74398422241211,44.096649169921875,22.41948890686035,136001946
2000-08-09,44.6377067565918,45.449302673339844,44.36717224121094,45.178775787353516,22.96966552734375,127546870
2000-08-10,45.449302673339844,45.449302673339844,44.6377067565918,45.178775787353516,22.96966552734375,93207218
2000-08-11,45.178775787353516,45.71983337402344,44.908241271972656,45.178775787353516,22.96966552734375,91646587
2000-08-14,45.178775787353516,45.449302673339844,44.36717224121094,44.36717224121094,22.557025909423828,43254748
2000-08-15,44.36717224121094,44.908241271972656,44.096649169921875,44.6377067565918,22.69457244873047,67270947
2000-08-16,44.908241271972656,45.9903678894043,44.908241271972656,45.9903678894043,23.38228988647461,106911793
2000-08-17,46.260894775390625,47.343021392822266,45.9903678894043,46.801963806152344,23.794912338256836,115808056
